,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Cat. No. 2068.0 - 2006 Census Tables,,,,,,,,,,,
2006 Census of Population and Housing,,,,,,,,,,,
Tasmania (State),,,,,,,,,,,
COUNTRY OF BIRTH OF PERSON(a) BY YEAR OF ARRIVAL IN AUSTRALIA ,,,,,,,,,,,
Count of persons born overseas(b),,,,,,,,,,,
Based on place of usual residence,,,,,,,,,,,
,,,,,,,,,,Year,
,Before,1991,1996,,,,,,,of arrival,
,1991,-1995,-2000,2001,2002,2003,2004,2005,2006(c),not stated,Total
,,,,,,,,,,,
Bosnia and Herzegovina,22,31,43,4,3,6,3,4,0,0,116
Canada,343,53,70,14,29,13,11,27,11,20,591
China (excl. SARs and Taiwan Province)(d),230,40,81,38,49,64,113,191,89,69,964
Croatia,229,7,12,0,0,5,4,0,0,14,271
Egypt,57,0,11,3,4,11,10,10,5,7,118
Fiji,142,31,35,8,0,5,9,8,5,15,258
Former Yugoslav Republic of Macedonia (FYROM),20,0,0,0,0,0,0,0,0,6,26
Germany,"1,808",46,69,23,13,15,8,30,29,77,"2,118"
Greece,480,8,5,5,3,3,0,6,0,48,558
Hong Kong (SAR of China)(d),153,23,32,16,9,18,26,18,13,13,321
India,321,54,78,18,27,39,66,72,95,37,807
Indonesia,107,10,27,6,4,4,8,13,13,11,203
Iraq,9,13,12,9,0,5,3,0,0,0,51
Ireland,501,19,41,4,4,14,7,14,0,23,627
Italy,934,12,12,3,3,0,0,3,4,65,"1,036"
Japan,65,22,48,8,21,26,18,31,24,31,294
"Korea, Republic of (South)",100,25,35,11,15,15,40,70,63,40,414
Lebanon,47,6,4,0,0,0,0,0,0,0,57
Malaysia,303,33,69,38,54,92,105,110,121,35,960
Malta,119,0,3,0,0,0,0,3,0,0,125
Netherlands,"2,208",30,45,15,11,15,3,15,14,76,"2,432"
New Zealand,"2,571",381,501,109,72,92,72,85,51,224,"4,158"
Papua New Guinea,216,9,11,4,0,13,3,6,10,22,294
Philippines,425,148,118,20,28,34,34,73,29,49,958
Poland,632,43,16,0,5,9,7,5,4,19,740
Singapore,133,11,24,9,14,23,32,30,21,13,310
South Africa,511,66,190,53,34,36,35,65,40,37,"1,067"
"South Eastern Europe, nfd(e)",173,12,9,0,0,0,0,0,0,8,202
Sri Lanka,115,26,29,6,3,4,9,17,8,15,232
Thailand,66,25,51,16,17,28,34,30,13,25,305
Turkey,24,8,0,6,0,5,0,0,0,5,48
United Kingdom(f),"19,501",518,563,137,143,173,218,188,145,"1,041","22,627"
United States of America,629,83,133,33,46,39,49,66,52,32,"1,162"
Viet Nam,61,11,7,4,9,5,5,9,7,22,140
Born elsewhere(g),"3,134",367,413,178,210,308,410,405,273,259,"5,957"
,,,,,,,,,,,
Total,"36,389","2,171","2,797",798,830,"1,119","1,342","1,604","1,139","2,358","50,547"
,,,,,,,,,,,
,,,,,,,,,,,
(a) This list of countries consists of the most common Country of Birth responses (excluding Australia) reported in the 2001 Census. ,,,,,,,,,,,
(b) Excludes persons who did not state their country of birth. ,,,,,,,,,,,
